,SPX Index,TSLA US Equity,AAPL US Equity,NKE US Equity,AMZN US Equity,WMT US Equity,KO US Equity,XAU Curncy,CL1 Comdty,USGG10YR Index,USGG2YR Index
4 Jun 2020,3112.35,172.876,80.58,101.28,123.03,122.11,47.92,1714.01,37.41,0.8234,0.194
5 Jun 2020,3193.93,177.132,82.875,102.71,124.15,121.56,49.09,1685.06,39.55,0.8951,0.2062
8 Jun 2020,3232.39,189.984,83.365,104.29,126.203,121.24,49.85,1698.53,38.19,0.8752,0.2261
9 Jun 2020,3207.18,188.134,85.998,102.63,130.043,121.35,49,1715.33,38.94,0.8253,0.2024
10 Jun 2020,3190.14,205.01,88.21,102.12,132.373,121.16,48.62,1738.7,39.6,0.7263,0.1667
11 Jun 2020,3002.1,194.568,83.975,95.17,127.898,120.09,45.54,1727.7,36.34,0.669,0.1967
12 Jun 2020,3041.31,187.056,84.7,96.43,127.251,117.74,45.6,1730.75,36.26,0.7034,0.193
15 Jun 2020,3066.59,198.18,85.748,97.84,128.634,118.08,46.3,1725.16,37.12,0.7215,0.189
16 Jun 2020,3124.74,196.426,88.02,99.04,130.764,119.65,46.77,1726.53,38.38,0.7528,0.1992
17 Jun 2020,3113.49,198.358,87.898,99.21,132.049,119.03,46.58,1726.95,37.96,0.738,0.1952
18 Jun 2020,3115.34,200.792,87.933,98.45,132.699,117.99,46.99,1722.93,38.84,0.7084,0.1933
19 Jun 2020,3097.74,200.18,87.43,95.78,133.751,119.85,46.02,1743.87,39.75,0.6937,0.1855
22 Jun 2020,3117.86,198.864,89.718,99.51,135.691,121.68,45.74,1754.43,40.46,0.7085,0.1917
23 Jun 2020,3131.29,200.356,91.633,101.92,138.221,121.07,45.64,1768.41,40.37,0.7118,0.1857
24 Jun 2020,3050.33,192.17,90.015,100.08,136.72,120.3,44.65,1761.17,38.01,0.679,0.1876
25 Jun 2020,3083.76,197.196,91.21,101.4,137.729,119.71,44.93,1763.79,38.72,0.6856,0.1857
26 Jun 2020,3009.05,191.948,88.408,93.67,134.644,118.32,43.57,1771.29,38.49,0.6413,0.1661
29 Jun 2020,3053.24,201.87,90.445,95.87,134.019,119.06,44.36,1772.82,39.7,0.6234,0.1485
30 Jun 2020,3100.29,215.962,91.2,98.05,137.941,119.78,44.68,1780.96,39.27,0.6561,0.1485
1 Jul 2020,3115.86,223.926,91.028,97.4,143.935,119.69,44.82,1770.09,39.82,0.6758,0.1603
2 Jul 2020,3130.01,241.732,91.028,98.43,144.515,119.21,44.88,1775.38,40.65,0.6693,0.1526
3 Jul 2020,3130.01,241.732,91.028,98.43,144.515,119.21,44.88,1775.95,40.65,0.6693,0.1526
6 Jul 2020,3179.72,274.316,93.463,99.95,152.852,118.89,45.23,1784.68,40.63,0.6759,0.1566
7 Jul 2020,3145.32,277.972,93.173,97.07,150.006,126.95,45.21,1794.86,40.62,0.6397,0.1567
8 Jul 2020,3169.94,273.176,95.343,98.84,154.056,124.44,45.07,1808.89,40.9,0.6644,0.1587
9 Jul 2020,3152.05,278.856,95.683,96.99,159.132,127.75,43.91,1803.55,39.62,0.6135,0.1508
10 Jul 2020,3185.04,308.93,95.92,97.99,160,130.68,45.15,1798.7,40.55,0.6447,0.1529
13 Jul 2020,3155.22,299.412,95.478,96.46,155.2,129.52,45.25,1802.76,40.1,0.6184,0.1509
14 Jul 2020,3197.52,303.36,97.058,96.76,154.2,132.01,45.87,1809.36,40.29,0.6233,0.157
15 Jul 2020,3226.56,309.202,97.725,98.54,150.444,132,46.4,1810.29,41.2,0.6299,0.155
16 Jul 2020,3215.57,300.128,96.523,97.26,149.995,132.2,46.15,1797.16,40.75,0.6168,0.145
17 Jul 2020,3224.73,300.168,96.328,96.28,148.099,131.74,46.82,1810.42,40.59,0.6266,0.1451
20 Jul 2020,3251.84,328.6,98.358,95.65,159.842,131.47,46.12,1817.77,40.81,0.6102,0.1472
21 Jul 2020,3257.3,313.672,97,98.36,156.915,132.33,47.2,1841.91,41.96,0.6004,0.1411
22 Jul 2020,3276.02,318.466,97.273,98.91,154.996,132.66,48.48,1871.41,41.9,0.5971,0.1492
23 Jul 2020,3235.66,302.614,92.845,98.3,149.328,131.64,48.28,1887.44,41.07,0.5774,0.1513
24 Jul 2020,3215.63,283.4,92.615,98.43,150.445,131.24,48.49,1902.02,41.29,0.5888,0.1473
27 Jul 2020,3239.41,307.92,94.81,97.21,152.761,131.21,48.48,1942.24,41.6,0.6151,0.1514
28 Jul 2020,3218.44,295.298,93.253,96.27,150.017,131.76,48.18,1958.43,41.04,0.579,0.1387
29 Jul 2020,3258.44,299.822,95.04,96.97,151.677,130.69,48.02,1970.79,41.27,0.5741,0.1309
30 Jul 2020,3246.22,297.498,96.19,96.82,152.594,130.12,47.69,1956.64,39.92,0.5462,0.1172
31 Jul 2020,3271.12,286.152,106.26,97.61,158.234,129.4,47.24,1975.86,40.27,0.5282,0.1054
3 Aug 2020,3294.61,297,108.938,98.33,155.594,129.3,46.3,1976.98,41.01,0.5543,0.1093
4 Aug 2020,3306.51,297.4,109.665,97.33,156.942,131.64,46.69,2019.21,41.7,0.5069,0.1073
5 Aug 2020,3327.77,297.004,110.063,100.94,160.252,129.81,47.22,2038.12,42.19,0.5477,0.1171
6 Aug 2020,3349.16,297.916,113.903,100.45,161.25,129.35,47.48,2063.54,41.95,0.5362,0.1151
7 Aug 2020,3351.28,290.542,111.113,101.86,158.373,129.97,47.8,2035.55,41.22,0.564,0.129
10 Aug 2020,3360.47,283.714,112.728,105.41,157.408,131.88,47.72,2027.34,41.94,0.5755,0.131
11 Aug 2020,3333.69,274.878,109.375,105.12,154.034,130.2,47.93,1911.89,41.61,0.6415,0.1489
12 Aug 2020,3380.35,310.952,113.01,105.22,158.112,131.89,48.43,1915.83,42.67,0.6747,0.1609
13 Aug 2020,3373.43,324.2,115.01,106.52,158.051,131.85,48.38,1953.71,42.24,0.7208,0.1629
14 Aug 2020,3372.85,330.142,114.908,106.43,157.401,132.6,48.45,1945.12,42.01,0.7094,0.145
17 Aug 2020,3381.99,367.128,114.608,105.66,159.121,135.6,48.21,1985.3,42.89,0.6882,0.1511
18 Aug 2020,3389.78,377.418,115.563,106.97,165.624,134.71,48.42,2002.44,42.89,0.6687,0.1431
19 Aug 2020,3374.85,375.706,115.708,108.39,163.024,132.41,47.37,1928.98,42.93,0.6801,0.1391
20 Aug 2020,3385.51,400.366,118.275,108.01,164.868,130.57,47.35,1947.26,42.58,0.6509,0.1411
21 Aug 2020,3397.16,409.996,124.37,109.75,164.236,131.63,47.28,1940.48,42.34,0.6282,0.1432
24 Aug 2020,3431.28,402.84,125.858,111.83,165.373,131.33,47.97,1928.88,42.62,0.6542,0.1513
25 Aug 2020,3443.62,404.668,124.825,111.51,167.325,130.63,47.91,1928.18,43.35,0.6835,0.1493
26 Aug 2020,3478.73,430.634,126.523,111.53,172.093,130.7,48.16,1954.46,43.39,0.6884,0.1504
27 Aug 2020,3484.55,447.75,125.01,110.84,170,136.63,48.23,1929.54,43.04,0.7522,0.1583
28 Aug 2020,3508.01,442.68,124.808,112.29,170.09,140.3,49.83,1964.83,42.97,0.7211,0.127
31 Aug 2020,3500.31,498.32,129.04,111.89,172.548,138.85,49.53,1967.8,42.61,0.7048,0.1309
1 Sep 2020,3526.65,475.05,134.18,114.84,174.956,147.59,49.12,1970.18,42.76,0.6689,0.1309
2 Sep 2020,3580.84,447.37,131.4,116.8,176.573,147.68,51.19,1942.92,41.51,0.6477,0.1329
3 Sep 2020,3455.06,407,120.88,112.85,168.4,144.54,50.48,1930.91,41.37,0.6347,0.127
4 Sep 2020,3426.96,418.32,120.96,112.4,164.731,142.83,51.04,1933.94,39.77,0.718,0.1428
7 Sep 2020,3426.96,418.32,120.96,112.4,164.731,142.83,51.04,1933.64,39.77,0.718,0.1428
8 Sep 2020,3331.84,330.21,112.82,112.72,157.492,138.45,49.81,1932.03,36.76,0.6788,0.1408
9 Sep 2020,3398.96,366.28,117.32,114.9,163.431,139.89,50.19,1946.84,38.05,0.7001,0.1468
10 Sep 2020,3339.19,371.34,113.49,114.79,158.756,136.81,50,1946.09,37.3,0.6772,0.1389
11 Sep 2020,3340.97,372.72,112,118,155.811,136.7,51.06,1940.55,37.33,0.6658,0.127
14 Sep 2020,3383.54,419.62,115.355,119.28,155.148,137.32,50.71,1956.86,37.26,0.6723,0.137
15 Sep 2020,3401.2,449.76,115.54,119.27,157.807,137.36,51.05,1954.15,38.28,0.6789,0.139
16 Sep 2020,3385.49,441.76,112.13,118.59,153.905,136.26,50.79,1959.26,40.16,0.6969,0.137
17 Sep 2020,3357.01,423.43,110.34,116.36,150.437,136.69,50.55,1944.44,40.97,0.6887,0.135
18 Sep 2020,3319.47,442.15,106.84,114.66,147.746,135.29,50.45,1950.86,41.11,0.6937,0.1391
21 Sep 2020,3281.06,449.39,110.08,113.37,148.023,137.07,49.09,1912.51,39.31,0.6658,0.1371
22 Sep 2020,3315.57,424.23,111.81,116.87,156.45,138.31,49.66,1900.21,39.6,0.6708,0.1351
23 Sep 2020,3236.92,380.36,107.12,127.11,149.993,135.99,48.21,1863.34,39.93,0.6724,0.1387
24 Sep 2020,3246.59,387.79,108.22,124.75,150.99,136.7,48.7,1868.07,40.31,0.6659,0.1328
25 Sep 2020,3298.46,407.34,112.28,124.23,154.757,137.27,48.72,1861.58,40.25,0.6544,0.1289
28 Sep 2020,3351.6,421.2,114.96,124.32,158.703,137.25,49.28,1881.48,40.6,0.6528,0.125
29 Sep 2020,3335.47,419.07,114.09,126.35,157.244,137.14,48.92,1898.07,39.29,0.6495,0.123
30 Sep 2020,3363,429.01,115.81,125.54,157.437,139.91,49.37,1885.82,40.22,0.684,0.127
1 Oct 2020,3380.8,448.16,116.79,126.64,161.063,143.08,49.18,1906.01,38.72,0.6774,0.127
2 Oct 2020,3348.44,415.09,113.02,126.64,156.25,140.5,49.36,1899.84,37.05,0.7005,0.1289
5 Oct 2020,3408.63,425.68,116.5,127.91,159.96,141.8,49.38,1913.53,39.22,0.7817,0.1447
6 Oct 2020,3360.95,413.98,113.16,127.65,154.998,140.63,48.94,1878.18,40.67,0.7353,0.1467
7 Oct 2020,3419.45,425.3,115.08,130.06,159.785,140.89,49.56,1887.42,39.95,0.7868,0.1507
8 Oct 2020,3446.83,425.92,114.97,129.71,159.528,141.36,50.46,1893.82,41.19,0.7852,0.1508
9 Oct 2020,3477.13,434,116.97,130.98,164.333,142.78,50.81,1930.4,40.6,0.7737,0.1529
12 Oct 2020,3534.22,442.3,124.4,129.46,172.147,144.25,51.09,1922.77,39.43,0.7737,0.1529
13 Oct 2020,3511.93,446.65,121.1,129.2,172.182,146.23,50.22,1891.36,40.2,0.7272,0.139
14 Oct 2020,3488.67,461.3,121.19,127.66,168.186,143.94,50.12,1901.52,41.04,0.7256,0.139
15 Oct 2020,3483.34,448.88,120.71,129,166.933,144.53,49.99,1908.71,40.96,0.7322,0.139
16 Oct 2020,3483.81,439.67,119.02,128,163.636,144.71,50.03,1899.29,40.88,0.7456,0.1431
19 Oct 2020,3426.92,430.83,115.98,127.43,160.361,142.95,49.62,1904.08,40.83,0.769,0.1451
20 Oct 2020,3443.12,421.94,117.51,128.49,160.851,143.9,50.25,1906.95,41.46,0.7857,0.1431
21 Oct 2020,3435.56,422.64,116.87,129.43,159.247,144.4,49.99,1924.33,40.03,0.8226,0.1472
22 Oct 2020,3453.49,425.79,115.75,130.02,158.82,143.55,50.68,1904.11,40.64,0.8562,0.1533
23 Oct 2020,3465.39,420.63,115.04,129.99,160.22,143.85,50.52,1902.05,39.85,0.8429,0.1554
26 Oct 2020,3400.97,420.28,115.05,128.37,160.352,142.16,49.8,1902.08,38.56,0.801,0.1494
27 Oct 2020,3390.68,424.68,116.6,127.99,164.317,142.87,49.9,1907.99,39.57,0.7676,0.1453
28 Oct 2020,3271.03,406.02,111.2,122.08,158.139,140.04,47.96,1877.19,37.39,0.771,0.1466
29 Oct 2020,3310.11,410.83,115.32,122.86,160.551,139.92,48.02,1867.59,36.17,0.823,0.1466
30 Oct 2020,3269.96,388.04,108.86,120.08,151.808,138.75,48.06,1878.81,35.79,0.8737,0.1525
2 Nov 2020,3310.24,400.51,108.77,122.39,150.224,140.4,48.62,1895.48,36.81,0.8434,0.1545
3 Nov 2020,3369.16,423.9,110.44,124.59,152.421,142.78,49.35,1909.17,37.66,0.8993,0.1663
4 Nov 2020,3443.44,420.98,114.95,127.34,162.058,141.96,49.17,1902.92,39.15,0.7629,0.1447
5 Nov 2020,3510.45,438.09,119.03,129.7,166.1,143.47,49.44,1949.66,38.79,0.7629,0.1447
6 Nov 2020,3509.44,429.95,118.69,128.9,165.569,145.77,49.45,1951.35,37.14,0.8185,0.1527
9 Nov 2020,3550.5,421.26,116.32,128.95,157.187,143.54,52.57,1863.04,40.29,0.9235,0.1706
10 Nov 2020,3545.53,410.36,115.97,127.71,151.751,145.56,53.98,1877.32,41.36,0.9595,0.1807
11 Nov 2020,3572.66,417.13,119.49,127.66,156.87,147.98,53.58,1865.73,41.45,0.9753,0.1807
12 Nov 2020,3537.01,411.76,119.21,126.64,155.514,148.23,53.01,1876.83,41.12,0.8815,0.1768
13 Nov 2020,3585.15,408.5,119.26,128.28,156.441,150.54,53.45,1889.2,40.13,0.8963,0.179
16 Nov 2020,3626.91,408.09,120.3,130.11,156.553,152.44,53.85,1888.95,41.34,0.9061,0.1771
17 Nov 2020,3609.53,441.61,119.39,132.21,156.783,149.37,53.68,1880.38,41.43,0.857,0.1692
18 Nov 2020,3567.79,486.64,118.03,131.63,155.273,149.09,52.61,1872.24,41.82,0.8701,0.1732
19 Nov 2020,3581.87,499.27,118.64,131.91,155.851,152.12,53.13,1866.54,41.74,0.8293,0.1612
20 Nov 2020,3557.54,489.61,117.34,132.98,154.97,150.24,52.67,1870.99,42.15,0.8243,0.1573
23 Nov 2020,3577.59,521.85,113.85,134.13,154.92,150.93,52.68,1837.86,43.06,0.8537,0.1594
24 Nov 2020,3635.41,555.38,115.17,134.7,155.903,151.36,53.22,1807.59,44.91,0.8799,0.1602
25 Nov 2020,3629.65,574,116.03,135.54,159.254,151.83,52.93,1807.56,45.71,0.8816,0.1583
26 Nov 2020,3629.65,574,116.03,135.54,159.254,151.83,52.93,1815.8,45.71,0.8816,0.1583
27 Nov 2020,3638.35,585.76,116.59,134.25,159.767,151.6,52.7,1787.79,45.53,0.8373,0.1524
30 Nov 2020,3621.63,567.6,119.05,134.7,158.402,152.79,51.6,1776.95,45.34,0.8389,0.1485
1 Dec 2020,3662.45,584.76,122.72,135.44,161.004,152.64,52.04,1815.24,44.55,0.926,0.1662
2 Dec 2020,3669.01,568.82,123.08,135.58,160.177,150.52,52.11,1831.28,45.28,0.936,0.1584
3 Dec 2020,3666.72,593.38,122.94,136.96,159.337,149.3,52.78,1841.08,45.64,0.9063,0.1486
4 Dec 2020,3699.12,599.04,122.25,137.19,158.129,148.91,53.85,1838.86,46.26,0.9659,0.1507
7 Dec 2020,3691.96,641.76,123.75,138.75,157.9,148.11,52.99,1862.73,45.76,0.9228,0.1408
8 Dec 2020,3702.25,649.88,124.38,139.12,158.865,149.45,53.18,1870.56,45.6,0.9179,0.1508
9 Dec 2020,3672.82,604.48,121.78,138.79,155.21,148.27,53.33,1839.55,45.52,0.9361,0.1488
10 Dec 2020,3668.1,627.07,123.24,137.58,155.075,147.04,53.05,1836.57,46.78,0.9063,0.1369
11 Dec 2020,3663.46,609.99,122.41,137.41,155.821,147,53.35,1839.85,46.57,0.8964,0.115
14 Dec 2020,3647.49,639.83,121.78,136.28,157.849,145.65,53.27,1827.35,46.99,0.8931,0.115
15 Dec 2020,3694.62,633.25,127.88,139.39,158.256,145.58,53.84,1853.64,47.62,0.908,0.113
16 Dec 2020,3701.17,622.77,127.81,138.34,162.048,145.43,53.06,1864.8,47.82,0.9163,0.115
17 Dec 2020,3722.48,655.9,128.7,140.5,161.804,146.1,53.27,1885.42,48.36,0.9329,0.121
18 Dec 2020,3709.41,695,126.655,137.28,160.083,145.95,53.74,1881.35,49.1,0.9462,0.121
21 Dec 2020,3694.92,649.86,128.23,144.02,160.309,145.97,52.81,1876.89,47.74,0.9346,0.121
22 Dec 2020,3687.26,640.34,131.88,142.45,160.326,144.2,52.76,1860.84,47.02,0.9164,0.1129
23 Dec 2020,3690.01,645.98,130.96,141.76,159.264,143.22,53.08,1872.89,48.12,0.943,0.1169
24 Dec 2020,3703.06,661.77,131.97,141.6,158.635,143.5,53.44,1883.46,48.23,0.9231,0.1189
25 Dec 2020,3703.06,661.77,131.97,141.6,158.635,143.5,53.44,1883.46,48.23,0.9231,0.1189
28 Dec 2020,3735.36,663.69,136.69,142.43,164.198,145.22,54.16,1873.69,47.62,0.9231,0.1189
29 Dec 2020,3727.04,665.99,134.87,141.57,166.1,144.3,54.13,1878.18,48,0.9364,0.125
30 Dec 2020,3732.04,694.78,133.72,141.58,164.293,144.18,54.44,1894.39,48.4,0.9231,0.1211
31 Dec 2020,3756.07,705.67,132.69,141.47,162.847,144.15,54.84,1898.36,48.52,0.9132,0.1211
1 Jan 2021,3756.07,705.67,132.69,141.47,162.847,144.15,54.84,1898.67,48.52,0.9132,0.1211
4 Jan 2021,3700.65,729.77,129.41,140.1,159.332,146.53,52.76,1942.9,47.62,0.9132,0.1132
5 Jan 2021,3726.86,735.11,131.01,141.23,160.926,145.75,52.18,1950.01,49.93,0.9549,0.1211
6 Jan 2021,3748.14,755.98,126.6,142.35,156.919,146.66,50.52,1918.61,50.63,1.0355,0.1369
7 Jan 2021,3803.79,816.04,130.92,144.95,158.108,146.65,49.96,1913.95,50.83,1.0795,0.1369
8 Jan 2021,3824.68,880.02,132.05,146.35,159.135,146.63,51.08,1849.01,52.24,1.1153,0.1329
11 Jan 2021,3799.61,811.19,128.98,147.05,155.711,147.29,50.2,1843.89,52.25,1.146,0.1449
12 Jan 2021,3801.19,849.44,128.8,145.05,156.041,148.97,50.11,1854.77,53.21,1.1291,0.1449
13 Jan 2021,3809.84,854.41,130.89,143.04,158.295,147.45,50.16,1845.51,52.91,1.0832,0.143
14 Jan 2021,3795.54,845,128.91,141.3,156.373,146.97,49.23,1846.53,53.57,1.1292,0.139
15 Jan 2021,3768.25,826.16,127.14,140.72,155.213,144.64,48.7,1828.45,52.36,1.0835,0.133
18 Jan 2021,3768.25,826.16,127.14,140.72,155.213,144.64,48.7,1841.26,52.36,1.0835,0.133
19 Jan 2021,3798.91,844.55,127.83,139.27,156.038,143.39,48.51,1840.28,52.98,1.0886,0.131
20 Jan 2021,3851.85,850.45,132.03,142.8,163.169,145.51,48.68,1871.84,53.24,1.0802,0.127
21 Jan 2021,3853.07,844.99,136.87,141.61,165.349,144.85,48.95,1870.02,53.13,1.1058,0.1189
22 Jan 2021,3841.47,846.64,139.07,139.35,164.612,146.33,48.49,1855.61,52.27,1.0855,0.1209
25 Jan 2021,3855.36,880.8,142.92,137.55,164.7,146.2,48.78,1855.93,52.77,1.0295,0.1149
26 Jan 2021,3849.62,883.09,143.16,135.1,166.307,147.51,49.29,1850.92,52.61,1.0347,0.1211
27 Jan 2021,3750.77,864.16,142.06,131.02,161.629,143.84,48.53,1843.98,52.85,1.0161,0.1191
28 Jan 2021,3787.38,835.43,137.09,134.72,161.881,143.75,49.15,1843.17,52.34,1.0449,0.1172
29 Jan 2021,3714.24,793.53,131.96,133.59,160.31,140.49,48.15,1847.65,52.2,1.0655,0.1093
1 Feb 2021,3773.86,839.81,134.14,135.71,167.144,139.27,48.48,1860.78,53.55,1.0792,0.1073
2 Feb 2021,3826.31,872.79,134.99,139.59,169,140.77,48.96,1838.03,54.76,1.0963,0.1132
3 Feb 2021,3830.17,854.69,133.94,138.63,165.627,141.2,48.77,1834.04,55.69,1.1374,0.1171
4 Feb 2021,3871.74,849.99,137.39,140.63,166.55,142.53,49.01,1794.03,56.23,1.1392,0.1112
5 Feb 2021,3886.83,852.23,136.76,145.11,167.608,144.36,49.65,1814.11,56.85,1.1635,0.1013
8 Feb 2021,3915.59,863.42,136.91,143.41,166.147,145.03,49.92,1830.81,57.97,1.1705,0.1111
9 Feb 2021,3911.23,849.46,136.01,141.79,165.25,145.83,49.7,1838.32,58.36,1.1568,0.1151
10 Feb 2021,3909.88,804.82,135.39,142.46,164.329,144.13,49.6,1842.89,58.68,1.1225,0.1071
11 Feb 2021,3916.38,811.66,135.13,143.54,163.107,144.02,50.3,1825.51,58.24,1.1632,0.1091
12 Feb 2021,3934.83,816.12,135.37,142.12,163.886,144.47,50.69,1824.23,59.47,1.2082,0.109
15 Feb 2021,3934.83,816.12,135.37,142.12,163.886,144.47,50.69,1818.86,59.47,1.2082,0.109
16 Feb 2021,3932.59,796.22,133.19,141.71,163.448,145.66,50.27,1794.47,60.05,1.3141,0.119
17 Feb 2021,3931.33,798.15,130.84,143.99,165.432,147.2,50.13,1776.13,61.14,1.2703,0.1029
18 Feb 2021,3913.97,787.38,129.71,145.09,166.412,137.66,50.77,1775.67,60.52,1.2956,0.1049
19 Feb 2021,3906.71,781.3,129.87,142.02,162.495,138.34,50.11,1784.25,59.24,1.3364,0.1048
22 Feb 2021,3876.5,714.5,126,136.67,159.037,137.69,50.63,1809.67,61.49,1.3653,0.1109
23 Feb 2021,3881.37,698.84,125.86,136.13,159.725,135.47,50.54,1805.73,61.67,1.3416,0.1108
24 Feb 2021,3925.43,742.02,125.35,135.65,157.977,133.21,50.71,1805.06,63.22,1.3756,0.123
25 Feb 2021,3829.34,682.22,120.99,135.54,152.858,131.95,50.17,1770.56,63.53,1.5199,0.172
26 Feb 2021,3811.15,675.5,121.26,134.78,154.647,129.92,48.99,1734.04,61.5,1.4049,0.127
1 Mar 2021,3901.82,718.43,127.79,137.65,157.307,131.37,49.9,1725.04,60.64,1.417,0.1191
2 Mar 2021,3870.29,686.44,125.12,137.02,154.727,130.11,50.1,1738.36,59.75,1.3914,0.1211
3 Mar 2021,3819.72,653.2,122.06,134.26,150.25,127.59,49.98,1711.23,61.28,1.4808,0.1407
4 Mar 2021,3768.47,621.44,120.13,132.04,148.879,127.53,49.94,1697.52,63.83,1.564,0.1447
5 Mar 2021,3841.94,597.95,121.42,133.35,150.023,129.12,50.79,1700.64,66.09,1.5661,0.1369
8 Mar 2021,3821.35,563,116.36,134.56,147.598,127.88,51.64,1683.54,65.05,1.5907,0.1626
9 Mar 2021,3875.44,673.58,121.085,135.95,153.142,128.89,50.86,1716.1,64.01,1.5263,0.1607
10 Mar 2021,3898.81,668.06,119.98,137.59,152.882,132.18,51.44,1726.71,64.44,1.5178,0.1528
11 Mar 2021,3939.34,699.6,121.96,141.19,155.68,132.13,50.88,1722.6,66.02,1.537,0.1389
12 Mar 2021,3943.34,693.73,121.03,140.45,154.474,134.12,50.36,1727.11,65.61,1.6247,0.147
15 Mar 2021,3968.94,707.94,123.99,144.94,154.084,133.43,51.03,1731.67,65.39,1.6055,0.151
16 Mar 2021,3962.71,676.88,125.57,144.65,154.593,133.39,51.22,1731.4,64.8,1.6179,0.149
17 Mar 2021,3974.12,701.81,124.76,144.82,156.787,132.28,51.24,1745.33,64.6,1.6427,0.133
18 Mar 2021,3915.46,653.16,120.53,143.17,151.4,130.01,50.57,1736.42,60,1.7082,0.1531
19 Mar 2021,3913.1,654.87,119.99,137.49,153.748,131.74,50.81,1745.23,61.42,1.721,0.1492
22 Mar 2021,3940.59,670,123.39,138.27,155.544,132.37,51,1739.03,61.55,1.6946,0.1472
23 Mar 2021,3910.52,662.16,122.54,137.12,156.875,133.94,51.39,1727.07,57.76,1.6206,0.1452
24 Mar 2021,3889.14,630.27,120.09,133.16,154.354,133.11,51.52,1734.69,61.18,1.6084,0.1465
25 Mar 2021,3909.52,640.39,120.59,128.64,152.313,134.01,52.02,1726.93,58.56,1.6332,0.1367
26 Mar 2021,3974.54,618.71,121.21,132.99,152.602,135.13,53.04,1732.52,60.97,1.676,0.1387
29 Mar 2021,3971.09,611.29,121.39,133.49,153.787,136.67,53.85,1712.2,61.56,1.7081,0.1407
30 Mar 2021,3958.55,635.62,119.9,132.95,152.765,135.74,53.15,1685.2,60.55,1.7029,0.1465
31 Mar 2021,3972.89,667.93,122.15,132.89,154.704,135.83,52.71,1707.71,59.16,1.7404,0.1603
1 Apr 2021,4019.87,661.75,123,132.53,158.05,135.62,52.51,1729.31,61.45,1.6699,0.1585
2 Apr 2021,4019.87,661.75,123,132.53,158.05,135.62,52.51,1728.87,61.45,1.7216,0.1862
5 Apr 2021,4077.91,691.05,125.9,135.12,161.337,139.43,52.81,1728.27,58.65,1.7003,0.1664
6 Apr 2021,4073.94,691.62,126.21,137.16,161.191,140.1,53.19,1743.27,59.33,1.656,0.1566
7 Apr 2021,4079.95,670.97,127.9,136.54,163.969,139.8,53.28,1737.72,59.77,1.6739,0.1527
8 Apr 2021,4097.17,683.8,130.36,133.68,164.965,139.71,53.12,1755.84,59.6,1.6192,0.1488
9 Apr 2021,4128.8,677.02,132.995,135.45,168.61,139.78,53.18,1743.88,59.32,1.6585,0.1548
12 Apr 2021,4127.99,701.98,131.24,136.64,168.969,139.8,53.35,1732.76,59.7,1.6657,0.1668
13 Apr 2021,4141.59,762.32,134.43,133.54,170,139.37,53.09,1745.51,60.18,1.6145,0.1589
14 Apr 2021,4124.66,732.23,132.03,132.26,166.65,139.32,53.08,1736.43,63.15,1.6323,0.161
15 Apr 2021,4170.42,738.85,134.5,133.67,168.955,140.16,53.33,1763.95,63.46,1.5759,0.159
16 Apr 2021,4185.47,739.78,134.16,134.31,169.972,140.61,53.68,1776.51,63.13,1.5798,0.1612
19 Apr 2021,4163.26,714.63,134.84,132.57,168.601,139.71,54,1771.43,63.38,1.6047,0.1572
20 Apr 2021,4134.94,718.99,133.11,127.11,166.735,140.79,54.17,1778.75,62.44,1.5589,0.1492
21 Apr 2021,4173.42,744.12,133.5,129.9,168.101,141.2,54.61,1793.79,61.35,1.5555,0.1472
22 Apr 2021,4134.98,719.69,131.94,129.18,165.452,139.67,54.44,1783.94,61.43,1.538,0.1472
23 Apr 2021,4180.17,729.4,134.32,130.19,167.044,139.9,54.47,1777.2,62.14,1.5577,0.1575
26 Apr 2021,4187.62,738.2,134.72,131.6,170.45,137.91,53.66,1781.38,61.91,1.5667,0.1677
27 Apr 2021,4186.72,704.74,134.39,132.11,170.872,138.38,53.58,1776.6,62.94,1.6216,0.1798
28 Apr 2021,4183.18,694.4,133.58,130.71,172.925,137.89,53.59,1781.68,63.86,1.6094,0.1641
29 Apr 2021,4211.47,677,133.48,133.26,173.566,139.63,54.26,1772.18,65.01,1.6343,0.1622
30 Apr 2021,4181.17,709.44,131.46,132.62,173.371,139.91,53.98,1769.13,63.58,1.6259,0.1584
3 May 2021,4192.66,684.9,132.54,133.03,169.325,142.12,54.48,1792.88,64.49,1.5976,0.1585
4 May 2021,4164.66,673.6,127.85,131.55,165.594,140.72,54.14,1779.06,65.69,1.5924,0.1585
5 May 2021,4167.59,670.94,128.1,132.21,163.527,140.6,54,1786.87,65.63,1.566,0.1506
6 May 2021,4201.62,663.54,129.74,133.49,165.319,141.05,54.54,1815.22,64.71,1.5696,0.1527
7 May 2021,4232.6,672.37,130.21,137.81,164.581,140.2,54.51,1831.24,64.9,1.5771,0.1448
10 May 2021,4188.43,629.04,126.85,136.4,159.525,140.82,54.91,1836.07,64.92,1.602,0.1528
11 May 2021,4152.1,617.2,125.91,137.12,161.195,139.55,54.32,1837.47,65.28,1.6217,0.1588
12 May 2021,4063.04,589.89,122.77,133.39,157.597,135.94,54.04,1815.69,66.08,1.6916,0.1629
13 May 2021,4112.5,571.69,124.97,133.61,158.074,138.24,54.51,1826.72,63.82,1.6574,0.1529
